Epoch 001/50 | [WARMUP 1/5] | T.Loss: 0.5634 | V.Loss: 0.1891 | F1: 0.8785 | AUC: 0.9922 | LR: 1.00e-03 | t=31s
Epoch 023/50 | [LGR+ABH] | T.Loss: 0.6495 | V.Loss: 0.2132 | F1: 0.9262 | AUC: 0.9926 | LR: 1.00e-03 | t=28s
Epoch 024/50 | [LGR+ABH] | T.Loss: 0.6518 | V.Loss: 0.2525 | F1: 0.9315 | AUC: 0.9939 | LR: 1.00e-03 | t=28s
Epoch 025/50 | [LGR+ABH] | T.Loss: 0.6560 | V.Loss: 0.2547 | F1: 0.9298 | AUC: 0.9961 | LR: 1.00e-03 | t=29s
Epoch 026/50 | [LGR+ABH] | T.Loss: 0.6691 | V.Loss: 0.2506 | F1: 0.9293 | AUC: 0.9960 | LR: 1.00e-03 | t=30s
Epoch 027/50 | [LGR+ABH] | T.Loss: 0.6691 | V.Loss: 0.2262 | F1: 0.9370 | AUC: 0.9947 | LR: 5.00e-04 | t=29s
Epoch 028/50 | [LGR+ABH] | T.Loss: 0.6067 | V.Loss: 0.1850 | F1: 0.9313 | AUC: 0.9953 | LR: 5.00e-04 | t=29s
Epoch 029/50 | [LGR+ABH] | T.Loss: 0.6815 | V.Loss: 0.2095 | F1: 0.9346 | AUC: 0.9952 | LR: 5.00e-04 | t=28s
Epoch 030/50 | [LGR+ABH] | T.Loss: 0.6781 | V.Loss: 0.2229 | F1: 0.9330 | AUC: 0.9940 | LR: 5.00e-04 | t=27s
Epoch 031/50 | [LGR+ABH] | T.Loss: 0.6392 | V.Loss: 0.2264 | F1: 0.9355 | AUC: 0.9952 | LR: 5.00e-04 | t=28s
Epoch 032/50 | [LGR+ABH] | T.Loss: 0.6442 | V.Loss: 0.2354 | F1: 0.9333 | AUC: 0.9944 | LR: 5.00e-04 | t=29s
Epoch 033/50 | [LGR+ABH] | T.Loss: 0.6725 | V.Loss: 0.2118 | F1: 0.9359 | AUC: 0.9945 | LR: 2.50e-04 | t=29s
Epoch 034/50 | [LGR+ABH] | T.Loss: 0.6390 | V.Loss: 0.2101 | F1: 0.9359 | AUC: 0.9947 | LR: 2.50e-04 | t=29s
Epoch 035/50 | [LGR+ABH] | T.Loss: 0.6278 | V.Loss: 0.1872 | F1: 0.9371 | AUC: 0.9951 | LR: 2.50e-04 | t=29s
Epoch 036/50 | [LGR+ABH] | T.Loss: 0.6391 | V.Loss: 0.2078 | F1: 0.9373 | AUC: 0.9928 | LR: 2.50e-04 | t=29s
Epoch 037/50 | [LGR+ABH] | T.Loss: 0.6287 | V.Loss: 0.2275 | F1: 0.9382 | AUC: 0.9943 | LR: 2.50e-04 | t=29s
Epoch 038/50 | [LGR+ABH] | T.Loss: 0.6598 | V.Loss: 0.2303 | F1: 0.9364 | AUC: 0.9951 | LR: 2.50e-04 | t=30s
Epoch 039/50 | [LGR+ABH] | T.Loss: 0.6662 | V.Loss: 0.2390 | F1: 0.9367 | AUC: 0.9943 | LR: 2.50e-04 | t=29s
Epoch 040/50 | [LGR+ABH] | T.Loss: 0.6690 | V.Loss: 0.2197 | F1: 0.9378 | AUC: 0.9944 | LR: 2.50e-04 | t=29s
Epoch 041/50 | [LGR+ABH] | T.Loss: 0.6523 | V.Loss: 0.2120 | F1: 0.9376 | AUC: 0.9949 | LR: 2.50e-04 | t=29s
Epoch 042/50 | [LGR+ABH] | T.Loss: 0.6179 | V.Loss: 0.1938 | F1: 0.9356 | AUC: 0.9950 | LR: 2.50e-04 | t=28s
Epoch 043/50 | [LGR+ABH] | T.Loss: 0.6698 | V.Loss: 0.2282 | F1: 0.9369 | AUC: 0.9935 | LR: 1.25e-04 | t=29s
Epoch 044/50 | [LGR+ABH] | T.Loss: 0.6329 | V.Loss: 0.2011 | F1: 0.9363 | AUC: 0.9948 | LR: 1.25e-04 | t=29s
Epoch 045/50 | [LGR+ABH] | T.Loss: 0.6085 | V.Loss: 0.1923 | F1: 0.9374 | AUC: 0.9951 | LR: 1.25e-04 | t=29s
Epoch 046/50 | [LGR+ABH] | T.Loss: 0.6267 | V.Loss: 0.1955 | F1: 0.9369 | AUC: 0.9941 | LR: 1.25e-04 | t=29s
Epoch 047/50 | [LGR+ABH] | T.Loss: 0.6545 | V.Loss: 0.2347 | F1: 0.9356 | AUC: 0.9940 | LR: 1.25e-04 | t=29s
Epoch 048/50 | [LGR+ABH] | T.Loss: 0.6647 | V.Loss: 0.2163 | F1: 0.9372 | AUC: 0.9946 | LR: 6.25e-05 | t=28s
Epoch 049/50 | [LGR+ABH] | T.Loss: 0.6778 | V.Loss: 0.2270 | F1: 0.9373 | AUC: 0.9943 | LR: 6.25e-05 | t=29s
